,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,download
2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,2881,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-219/,
2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,2882,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-121/,
2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,2883,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-249/,
2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-78/,
2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-32/,
2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-151/,
2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,2887,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-14/,
2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,2888,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-137/,
2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,2889,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-283/,
2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-190/,
2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-91/,
2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-137/,
2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,2893,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-269/,
2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,2894,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-125/,
2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-245/,
2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-176/,
2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,2897,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-55/,
2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-87/,
2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,2899,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-43/,
2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-68/,
2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,2901,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-143/,
2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-1/,
2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,2903,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-2/,
2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,2904,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-8/,
2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-167/,
2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,2906,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-12/,
2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,2907,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-6/,
2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,2908,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-20/,
2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-9/,
2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-13/,
2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,2911,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-10/,
2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-205/,
2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,2913,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-154/,
2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-173/,
2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,2915,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-16/,
2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,2916,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-211/,
2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-19/,
2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-67/,
2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-23/,
2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-65/,
2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-164/,
2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-26/,
2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,2923,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-155/,
2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,https://congchuc24h.com/de-thi-trac-nghiem-boi-duong-quan-ly-nha-nuoc-ngach-chuyen-vien-so-28/,
2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-185/,
2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-17/,
2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-35/,
2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,2928,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-151/,
2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-50/,
2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-10/,
2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,2931,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-52/,
2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,2932,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-157/,
2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-128/,
2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,2934,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-14/,
2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,2935,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-162/,
2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-239/,
2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-215/,
2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-210/,
2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-115/,
2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,2940,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-142/,
2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,2941,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-34/,
2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,2942,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-94/,
2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,2943,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-47/,
2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,2944,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-155/,
2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-13/,
2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,2946,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-15/,
2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,2947,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-45/,
2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,2948,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-127/,
2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-143/,
2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,2950,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-283/,
2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,2951,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-285/,
2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-2/,
2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-80/,
2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,2954,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-4/,
2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,2955,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-226/,
2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-213/,
2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,2957,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-131/,
2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-7/,
2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-200/,
2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-160/,
2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,2961,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-273/,
2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,2962,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-9/,
2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,2963,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-184/,
2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,2964,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-276/,
2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-143/,
2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-18/,
2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-88/,
2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-168/,
2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-111/,
2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,2970,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-19/,
2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,2971,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-24/,
2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-23/,
2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-24/,
2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,2974,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-59/,
2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,2975,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-25/,
2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,2976,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-26/,
2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,2977,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-26/,
2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,2978,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-27/,
2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,2979,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-284/,
2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,2980,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-28/,
2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-82/,
2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,2982,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-85/,
2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-31/,
2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,2984,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-149/,
2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,2985,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-33/,
2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-34/,
2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,2987,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-35/,
2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-127/,
2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,2989,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-37/,
2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-8/,
2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,2991,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-38/,
2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,2992,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-40/,
2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-42/,
2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,2994,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-17/,
2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,2995,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-25/,
2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,2996,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-227/,
2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,2997,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-45/,
2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,2998,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-46/,
2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-163/,
3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-53/,
3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,3001,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-179/,
3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,3002,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-51/,
3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,3003,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-54/,
